address,coordinates
"269 Conrad Dr, Thomasville, NC 27360","{'latitude': 35.87206, 'longitude': -80.14042}"
"243 Richford Ave, Thomasville, NC 27360","{'latitude': 35.87401, 'longitude': -80.136314}"
"1144 Johnsontown Rd, Thomasville, NC 27360","{'latitude': 35.864483, 'longitude': -80.11967}"
"1112 Forest Ln, Thomasville, NC 27360","{'latitude': 35.84572, 'longitude': -80.09391}"
"292 Harrison Hedrick Rd, Thomasville, NC 27360","{'latitude': 35.85055, 'longitude': -80.12895}"
"315 Black Lake Rd, Thomasville, NC 27360","{'latitude': 35.835957, 'longitude': -80.1031}"
"1416 Center Rd, Thomasville, NC 27360","{'latitude': 35.83958, 'longitude': -80.094246}"
"7698 E Holly Grove Rd, Thomasville, NC 27360","{'latitude': 35.83722, 'longitude': -80.10648}"
"1080 Johnsontown Rd, Thomasville, NC 27360","{'latitude': 35.869488, 'longitude': -80.11263}"
"7 Johnia Ct, Thomasville, NC 27360","{'latitude': 35.873077, 'longitude': -80.10632}"
"238 Boggs Rd, Thomasville, NC 27360","{'latitude': 35.864475, 'longitude': -80.11171}"
"302 Huntington Park, Thomasville, NC 27360","{'latitude': 35.867092, 'longitude': -80.125175}"
"103 Sam Kinley Dr, Thomasville, NC 27360","{'latitude': 35.87014, 'longitude': -80.1116}"
"4060 Upper Lake Rd, Thomasville, NC 27360","{'latitude': 35.857635, 'longitude': -80.11904}"
"345 Colleen Dr, Thomasville, NC 27360","{'latitude': 35.846985, 'longitude': -80.11094}"
"166 Kinley Ln, Thomasville, NC 27360","{'latitude': 35.872314, 'longitude': -80.10932}"
"1595 Upper Lake Rd, Thomasville, NC 27360","{'latitude': 35.85584, 'longitude': -80.1517}"
"1595 Upper Lake Rd, Thomasville, NC 27360","{'latitude': 35.8559, 'longitude': -80.151695}"
"104 Brooke Ridge Dr, Thomasville, NC 27360","{'latitude': 35.845764, 'longitude': -80.09079}"
"2584 Upper Lake Rd, Thomasville, NC 27360","{'latitude': 35.856113, 'longitude': -80.13976}"
"270 Boggs Rd, Thomasville, NC 27360","{'latitude': 35.86103, 'longitude': -80.112076}"
"1415 Center Rd, Thomasville, NC 27360","{'latitude': 35.83927, 'longitude': -80.09335}"
"20 Kennedy St, Thomasville, NC 27360","{'latitude': 35.868507, 'longitude': -80.119286}"
"15 Johnia Ct, Thomasville, NC 27360","{'latitude': 35.874, 'longitude': -80.10624}"
"2143 Upper Lake Rd, Thomasville, NC 27360","{'latitude': 35.85833, 'longitude': -80.144806}"
"239 Buckner Pl, Thomasville, NC 27360","{'latitude': 35.86359, 'longitude': -80.128296}"
"158 Stout Rd, Thomasville, NC 27360","{'latitude': 35.8729, 'longitude': -80.10718}"
"136 Cline Farm Rd, Thomasville, NC 27360","{'latitude': 35.84329, 'longitude': -80.09181}"
"101 Brooke Ridge Dr, Thomasville, NC 27360","{'latitude': 35.845924, 'longitude': -80.09077}"
"224 Albeck Dr, Thomasville, NC 27360","{'latitude': 35.85127, 'longitude': -80.1441}"
"121 Brooke Ridge Dr, Thomasville, NC 27360","{'latitude': 35.846085, 'longitude': -80.09005}"
"211 Kendall Mill Rd, Thomasville, NC 27360","{'latitude': 35.8574, 'longitude': -80.09475}"
"102 Brooke Ridge Dr, Thomasville, NC 27360","{'latitude': 35.84551, 'longitude': -80.09077}"
"306 Cedarland Dr, Thomasville, NC 27360","{'latitude': 35.839935, 'longitude': -80.112785}"
"243 Cam Rd, Thomasville, NC 27360","{'latitude': 35.863804, 'longitude': -80.12814}"
"10 Hart St, Thomasville, NC 27360","{'latitude': 35.86459, 'longitude': -80.09114}"
"0 Grimes Park Dr, Thomasville, NC 27360","{'latitude': 35.8611, 'longitude': -80.09331}"
"1677 Lake Rd, Thomasville, NC 27360","{'latitude': 35.84913, 'longitude': -80.09704}"
"1076 Johnsontown Rd, Thomasville, NC 27360","{'latitude': 35.86987, 'longitude': -80.111336}"
"8545 E Holly Grove Rd, Thomasville, NC 27360","{'latitude': 35.841938, 'longitude': -80.09422}"
"7 Eagle Dr, Thomasville, NC 27360","{'latitude': 35.84755, 'longitude': -80.09286}"
"332 Carroll Cres, Thomasville, NC 27360","{'latitude': 35.869297, 'longitude': -80.13385}"
"395 Old Oak Rd, Thomasville, NC 27360","{'latitude': 35.83837, 'longitude': -80.12422}"
"1035 Johnsontown Rd, Thomasville, NC 27360","{'latitude': 35.87174, 'longitude': -80.10631}"
"1124 Johnsontown Rd, Thomasville, NC 27360","{'latitude': 35.86901, 'longitude': -80.11588}"
"1180 Hillside Dr, Thomasville, NC 27360","{'latitude': 35.83664, 'longitude': -80.10552}"
"4 Ginny Ln, Thomasville, NC 27360","{'latitude': 35.847546, 'longitude': -80.093445}"
"Stemp Everhart Rd, Thomasville, NC 27360","{'latitude': 35.862194, 'longitude': -80.13191}"
"401 Pilot Cir, Thomasville, NC 27360","{'latitude': 35.87283, 'longitude': -80.137276}"
"7433 E Holly Grove Rd, Thomasville, NC 27360","{'latitude': 35.837463, 'longitude': -80.11065}"
"106 Logan Riley Rd, Thomasville, NC 27360","{'latitude': 35.843002, 'longitude': -80.099075}"
"149 Cedar Cir, Thomasville, NC 27360","{'latitude': 35.837666, 'longitude': -80.112976}"
"Oak Knoll Dr, Thomasville, NC 27360","{'latitude': 35.86012, 'longitude': -80.14122}"
"201 Timber Creek Ln, Thomasville, NC 27360","{'latitude': 35.84671, 'longitude': -80.100555}"
"154 Shell Rd, Thomasville, NC 27360","{'latitude': 35.864334, 'longitude': -80.13278}"
"0 Oak Knoll Dr #98, Thomasville, NC 27360","{'latitude': 35.86192, 'longitude': -80.13866}"
"129 Logan Riley Rd, Thomasville, NC 27360","{'latitude': 35.8428, 'longitude': -80.09759}"
"760 Shell Rd, Thomasville, NC 27360","{'latitude': 35.8663, 'longitude': -80.1229}"
"2592 Johnsontown Rd, Thomasville, NC 27360","{'latitude': 35.839108, 'longitude': -80.11917}"
"110 Sam Kinley Dr, Thomasville, NC 27360","{'latitude': 35.87145, 'longitude': -80.11099}"
"25 Hillside Park Dr, Thomasville, NC 27360","{'latitude': 35.837406, 'longitude': -80.099144}"
"0 Hillside Park Dr, Thomasville, NC 27360","{'latitude': 35.836445, 'longitude': -80.09976}"
"11 Braxton Ln, Thomasville, NC 27360","{'latitude': 35.84845, 'longitude': -80.09485}"
"1000 Stemp Everhart Rd, Thomasville, NC 27360","{'latitude': 35.86117, 'longitude': -80.13137}"
"398 Eddinger Rd, Thomasville, NC 27360","{'latitude': 35.843086, 'longitude': -80.1253}"
"1217 Hillside Dr, Thomasville, NC 27360","{'latitude': 35.83629, 'longitude': -80.10472}"
"401 Black Lake Rd, Thomasville, NC 27360","{'latitude': 35.83521, 'longitude': -80.10302}"
"359 Greentree Rd, Thomasville, NC 27360","{'latitude': 35.8551, 'longitude': -80.146095}"
"225 Pineywood Rd, Thomasville, NC 27360","{'latitude': 35.85317, 'longitude': -80.10371}"
"266 Boggs Rd, Thomasville, NC 27360","{'latitude': 35.86157, 'longitude': -80.11207}"
"Shell Rd, Thomasville, NC 27360","{'latitude': 35.866795, 'longitude': -80.12276}"
"804 Dogwood Rd, Thomasville, NC 27360","{'latitude': 35.866894, 'longitude': -80.09549}"
"709 English St, Thomasville, NC 27360","{'latitude': 35.870148, 'longitude': -80.09053}"
"300 Boggs Rd, Thomasville, NC 27360","{'latitude': 35.860588, 'longitude': -80.11227}"
"240 Conrad Dr, Thomasville, NC 27360","{'latitude': 35.872276, 'longitude': -80.14159}"
"0 Lake Rd #72, Thomasville, NC 27360","{'latitude': 35.8563, 'longitude': -80.11471}"
"542 Squire Bowers Rd, Thomasville, NC 27360","{'latitude': 35.839256, 'longitude': -80.13869}"
"106 Brooke Ridge Dr, Thomasville, NC 27360","{'latitude': 35.84597, 'longitude': -80.09002}"
"3889 Lower Lake Rd, Thomasville, NC 27360","{'latitude': 35.84714, 'longitude': -80.14155}"
"827 Shell Rd, Thomasville, NC 27360","{'latitude': 35.86725, 'longitude': -80.121506}"
"332 Boggs Rd, Thomasville, NC 27360","{'latitude': 35.857315, 'longitude': -80.11255}"
"1230 Stemp Everhart Rd, Thomasville, NC 27360","{'latitude': 35.85749, 'longitude': -80.1307}"
"200 Goforth Dr, Thomasville, NC 27360","{'latitude': 35.863148, 'longitude': -80.09052}"
"607 English St, Thomasville, NC 27360","{'latitude': 35.871113, 'longitude': -80.09111}"
"215 Black Lake Rd, Thomasville, NC 27360","{'latitude': 35.837868, 'longitude': -80.1012}"
"344 Koontz Ave, Thomasville, NC 27360","{'latitude': 35.861828, 'longitude': -80.09248}"
"327 Jarrett Rd, Thomasville, NC 27360","{'latitude': 35.852467, 'longitude': -80.09166}"
"260 Wintbrook Rd, Thomasville, NC 27360","{'latitude': 35.846478, 'longitude': -80.13447}"
"773 Pilot School Rd, Thomasville, NC 27360","{'latitude': 35.874157, 'longitude': -80.127}"
"211 Koontz Ave, Thomasville, NC 27360","{'latitude': 35.862087, 'longitude': -80.09251}"
"16 Braxton Ln, Thomasville, NC 27360","{'latitude': 35.849216, 'longitude': -80.09416}"
"126 Excel Dr, Thomasville, NC 27360","{'latitude': 35.85637, 'longitude': -80.14273}"
"807 Dogwood Rd, Thomasville, NC 27360","{'latitude': 35.86674, 'longitude': -80.09474}"
"105 Brooke Ridge Dr, Thomasville, NC 27360","{'latitude': 35.84593, 'longitude': -80.09029}"
"600 Shell Rd, Thomasville, NC 27360","{'latitude': 35.864384, 'longitude': -80.1244}"
"12 Braxton Ln, Thomasville, NC 27360","{'latitude': 35.848614, 'longitude': -80.09441}"
"1390 Johnsontown Rd, Thomasville, NC 27360","{'latitude': 35.855377, 'longitude': -80.11989}"
"118 Logan Riley Rd, Thomasville, NC 27360","{'latitude': 35.84253, 'longitude': -80.09822}"
"327 High Meadows Rd #7, Thomasville, NC 27360","{'latitude': 35.87429, 'longitude': -80.13487}"
"362 Pilot School Rd, Thomasville, NC 27360","{'latitude': 35.87606, 'longitude': -80.132454}"
"305 Brown St, Thomasville, NC 27360","{'latitude': 35.8904, 'longitude': -80.09153}"
"203 Barrington St, Thomasville, NC 27360","{'latitude': 35.891193, 'longitude': -80.09592}"
"268 Bonnie Regan Rd, Thomasville, NC 27360","{'latitude': 35.901726, 'longitude': -80.11688}"
"18 Johnia Ct, Thomasville, NC 27360","{'latitude': 35.874413, 'longitude': -80.105034}"
"Old Greensboro Rd, Thomasville, NC","{'latitude': 35.91131, 'longitude': -80.151505}"
"736 Salem St UNIT 3, Thomasville, NC 27360","{'latitude': 35.895786, 'longitude': -80.09071}"
"Holliman Ave, Thomasville, NC 27360","{'latitude': 35.88274, 'longitude': -80.11116}"
"0 Holliman St #36, Thomasville, NC 27360","{'latitude': 35.882797, 'longitude': -80.111244}"
"402 Cohen St, Thomasville, NC 27360","{'latitude': 35.885323, 'longitude': -80.10086}"
"Pilot School Rd, Thomasville, NC 27360","{'latitude': 35.878246, 'longitude': -80.13475}"
"404 Davidson St, Thomasville, NC 27360","{'latitude': 35.88234, 'longitude': -80.093445}"
"301 Brown St, Thomasville, NC 27360","{'latitude': 35.89039, 'longitude': -80.091194}"
"420 Barnwell St, Thomasville, NC 27360","{'latitude': 35.888004, 'longitude': -80.09545}"
"114 Coral Ln, Thomasville, NC 27360","{'latitude': 35.880783, 'longitude': -80.115395}"
"315 W Guilford St, Thomasville, NC 27360","{'latitude': 35.88325, 'longitude': -80.09258}"
"614 Huger St, Thomasville, NC 27360","{'latitude': 35.88719, 'longitude': -80.099686}"
"311 Small St, Thomasville, NC 27360","{'latitude': 35.88342, 'longitude': -80.10095}"
"505 Afton St #A/B, Thomasville, NC 27360","{'latitude': 35.889767, 'longitude': -80.09572}"
"505 Afton St, Thomasville, NC 27360","{'latitude': 35.889904, 'longitude': -80.095726}"
"102 Stone St, Thomasville, NC 27360","{'latitude': 35.882748, 'longitude': -80.09326}"
"702 Davidson St, Thomasville, NC 27360","{'latitude': 35.88259, 'longitude': -80.100494}"
"210 Bethlehem Ave, Thomasville, NC 27360","{'latitude': 35.878906, 'longitude': -80.1298}"
"1527 Lexington Ave, Thomasville, NC 27360","{'latitude': 35.88319, 'longitude': -80.124695}"
"407 Spring St, Thomasville, NC 27360","{'latitude': 35.877743, 'longitude': -80.09184}"
"104 Stone St, Thomasville, NC 27360","{'latitude': 35.88293, 'longitude': -80.09319}"
"104 Stone St, Thomasville, NC 27360","{'latitude': 35.882866, 'longitude': -80.09342}"
"Kanoy Rd, Thomasville, NC 27360","{'latitude': 35.89858, 'longitude': -80.130714}"
"0 Kanoy Rd, Thomasville, NC 27360","{'latitude': 35.89714, 'longitude': -80.1303}"
"700 Barnwell St, Thomasville, NC 27360","{'latitude': 35.890144, 'longitude': -80.09545}"
"13 Jones Ave, Thomasville, NC 27360","{'latitude': 35.878757, 'longitude': -80.09108}"
"113 Coral Ln, Thomasville, NC 27360","{'latitude': 35.880535, 'longitude': -80.116165}"
"1111 Sunset Dr, Thomasville, NC 27360","{'latitude': 35.885773, 'longitude': -80.10651}"
"317 Small St, Thomasville, NC 27360","{'latitude': 35.884, 'longitude': -80.10048}"
"500 Lexington Ave, Thomasville, NC 27360","{'latitude': 35.881077, 'longitude': -80.09612}"
"803 Mary James Ave, Thomasville, NC 27360","{'latitude': 35.88989, 'longitude': -80.100105}"
"817 Mary James Ave, Thomasville, NC 27360","{'latitude': 35.890938, 'longitude': -80.09915}"
"138 Harmon Dr, Thomasville, NC 27360","{'latitude': 35.879196, 'longitude': -80.12688}"
"604 Price St, Thomasville, NC 27360","{'latitude': 35.88624, 'longitude': -80.09752}"
"513 Lincoln St #3&4, Thomasville, NC 27360","{'latitude': 35.886745, 'longitude': -80.09953}"
"109 Pineywood St, Thomasville, NC 27360","{'latitude': 35.881245, 'longitude': -80.10541}"
"101 Pilot Dr, Thomasville, NC 27360","{'latitude': 35.883404, 'longitude': -80.126434}"
"101 Pilot Dr, Thomasville, NC 27360","{'latitude': 35.883156, 'longitude': -80.1274}"
"206 Stone St, Thomasville, NC 27360","{'latitude': 35.884045, 'longitude': -80.09337}"
"208 Black Ave, Thomasville, NC 27360","{'latitude': 35.877735, 'longitude': -80.13214}"
"513 Lincoln St, Thomasville, NC 27360","{'latitude': 35.88674, 'longitude': -80.099495}"
"601 Huger St, Thomasville, NC 27360","{'latitude': 35.88687, 'longitude': -80.0991}"
"512 Carroll St, Thomasville, NC 27360","{'latitude': 35.886726, 'longitude': -80.099144}"
"108 Hillside Dr, Thomasville, NC 27360","{'latitude': 35.882298, 'longitude': -80.123375}"
"4 Flagstone Ct, Thomasville, NC 27360","{'latitude': 35.879543, 'longitude': -80.11772}"
"1209 Kanoy Rd, Thomasville, NC 27360","{'latitude': 35.899204, 'longitude': -80.14158}"
"Ball Rd, Thomasville, NC 27360","{'latitude': 35.90961, 'longitude': -80.142204}"
"1011 Ball Park Rd, Thomasville, NC 27360","{'latitude': 35.90695, 'longitude': -80.091705}"
"1004 Johnsontown Rd, Thomasville, NC 27360","{'latitude': 35.874645, 'longitude': -80.10325}"
"Shuler Rd, Thomasville, NC 27360","{'latitude': 35.881477, 'longitude': -80.147896}"
"306 Barnwell St, Thomasville, NC 27360","{'latitude': 35.886948, 'longitude': -80.09545}"
"266 Pine Valley Rd, Thomasville, NC 27360","{'latitude': 35.90627, 'longitude': -80.11324}"
"220 Barnwell St, Thomasville, NC 27360","{'latitude': 35.884373, 'longitude': -80.09561}"
"1153 W Green St, Thomasville, NC 27360","{'latitude': 35.88326, 'longitude': -80.109085}"
"268 Veach Farm Rd, Thomasville, NC 27360","{'latitude': 35.90692, 'longitude': -80.09523}"
"515 Lincoln St, Thomasville, NC 27360","{'latitude': 35.886875, 'longitude': -80.09951}"
"404 Lexington Ave, Thomasville, NC 27360","{'latitude': 35.880543, 'longitude': -80.09339}"
"736 Salem St UNIT 14, Thomasville, NC 27360","{'latitude': 35.8956, 'longitude': -80.09118}"
"415 Spring St, Thomasville, NC 27360","{'latitude': 35.877598, 'longitude': -80.09263}"
"736 Salem St UNIT 8, Thomasville, NC 27360","{'latitude': 35.89559, 'longitude': -80.09081}"
"Davidson St, Thomasville, NC 27360","{'latitude': 35.882202, 'longitude': -80.09378}"
"507 Davidson St, Thomasville, NC 27360","{'latitude': 35.88203, 'longitude': -80.096344}"
"127 Pineywood St, Thomasville, NC 27360","{'latitude': 35.878952, 'longitude': -80.10571}"
"329 W Main St, Thomasville, NC 27360","{'latitude': 35.879864, 'longitude': -80.09204}"
"103 Pilot Dr, Thomasville, NC 27360","{'latitude': 35.88288, 'longitude': -80.12746}"
"402 Thomas O Dr, Thomasville, NC 27360","{'latitude': 35.887146, 'longitude': -80.10751}"
"11 Summerlake Dr, Thomasville, NC 27360","{'latitude': 35.87493, 'longitude': -80.10432}"
"209 Bethlehem Ave, Thomasville, NC 27360","{'latitude': 35.878933, 'longitude': -80.12907}"
"132 Mount Calvary Rd, Thomasville, NC 27360","{'latitude': 35.887077, 'longitude': -80.11575}"
"104 Hazy Ln, Thomasville, NC 27360","{'latitude': 35.88056, 'longitude': -80.125694}"
"736 Salem St UNIT 15, Thomasville, NC 27360","{'latitude': 35.895664, 'longitude': -80.09102}"
"125 Forest Park Ln, Thomasville, NC 27360","{'latitude': 35.890553, 'longitude': -80.10822}"
"819 Bowerwood Dr, Thomasville, NC 27360","{'latitude': 35.89054, 'longitude': -80.09831}"
"102 Hazy Ln, Thomasville, NC 27360","{'latitude': 35.879356, 'longitude': -80.12584}"
"141 Sallie Dr, Thomasville, NC 27360","{'latitude': 35.893795, 'longitude': -80.1263}"
"507 Afton St, Thomasville, NC 27360","{'latitude': 35.88965, 'longitude': -80.096016}"
"Robinhood Rd, Thomasville, NC 27360","{'latitude': 35.90041, 'longitude': -80.09022}"
"0 Robinhood Rd, Thomasville, NC 27360","{'latitude': 35.89857, 'longitude': -80.09055}"
"28 King St, Thomasville, NC 27360","{'latitude': 35.876263, 'longitude': -80.1}"
"102 Harmon Dr, Thomasville, NC 27360","{'latitude': 35.883373, 'longitude': -80.12654}"
"308 Small St, Thomasville, NC 27360","{'latitude': 35.883305, 'longitude': -80.10161}"
"206 Bethlehem Ave, Thomasville, NC 27360","{'latitude': 35.879395, 'longitude': -80.12972}"
"338 Sunset Ct, Thomasville, NC 27360","{'latitude': 35.885887, 'longitude': -80.11252}"
"201 Black Ave, Thomasville, NC 27360","{'latitude': 35.878563, 'longitude': -80.13157}"
"218 Moore St, Thomasville, NC 27360","{'latitude': 35.884098, 'longitude': -80.096954}"
"415 Haywood St, Thomasville, NC 27360","{'latitude': 35.87831, 'longitude': -80.093285}"
"1822 Woodsway Dr, Thomasville, NC 27360","{'latitude': 35.87777, 'longitude': -80.13254}"
"Carr St, Thomasville, NC 27360","{'latitude': 35.880886, 'longitude': -80.10373}"
"0 Carr St, Thomasville, NC 27360","{'latitude': 35.879704, 'longitude': -80.10337}"
"220 Sam Kinley Dr, Thomasville, NC 27360","{'latitude': 35.8751, 'longitude': -80.11067}"
"402 Haywood St, Thomasville, NC 27360","{'latitude': 35.87907, 'longitude': -80.092545}"
"808 Ray St, Thomasville, NC 27360","{'latitude': 35.877598, 'longitude': -80.101814}"
"100 Howard St, Thomasville, NC 27360","{'latitude': 35.880745, 'longitude': -80.10747}"
"505 Davidson St, Thomasville, NC 27360","{'latitude': 35.882015, 'longitude': -80.09612}"
"Bowers Rd, Thomasville, NC","{'latitude': 35.911972, 'longitude': -80.11183}"
"144 Mount Calvary Rd, Thomasville, NC 27360","{'latitude': 35.887775, 'longitude': -80.11578}"
"230 Jones Cir, Thomasville, NC 27360","{'latitude': 35.876858, 'longitude': -80.09097}"
"211 Bethlehem Ave, Thomasville, NC 27360","{'latitude': 35.8789, 'longitude': -80.12905}"
"326 Litwin Dr, Thomasville, NC 27360","{'latitude': 35.88452, 'longitude': -80.12795}"
"216 Santa Fe Cres, Thomasville, NC 27360","{'latitude': 35.8802, 'longitude': -80.11763}"
"723 Ed Sink Rd, Thomasville, NC 27360","{'latitude': 35.884857, 'longitude': -80.142715}"
"1219 Lexington Ave SUITE D, Thomasville, NC 27360","{'latitude': 35.883102, 'longitude': -80.11336}"
"408 Davidson St, Thomasville, NC 27360","{'latitude': 35.882553, 'longitude': -80.09391}"
"134 Mount Calvary Rd, Thomasville, NC 27360","{'latitude': 35.88732, 'longitude': -80.11581}"
"807 Gate Rd, Thomasville, NC 27360","{'latitude': 35.90567, 'longitude': -80.12427}"
"1609 Lexington Ave, Thomasville, NC 27360","{'latitude': 35.883087, 'longitude': -80.1239}"
"112 Johnia Ct, Thomasville, NC 27360","{'latitude': 35.8762, 'longitude': -80.10405}"
"2209 Ball Rd, Thomasville, NC 27360","{'latitude': 35.910393, 'longitude': -80.123116}"
"2255 Ball Rd, Thomasville, NC 27360","{'latitude': 35.911892, 'longitude': -80.12146}"
"2075 W Clemmonsville Rd, Winston Salem, NC","{'latitude': 35.9054, 'longitude': -80.127}"
"210 Black Dr, Thomasville, NC 27360","{'latitude': 35.88249, 'longitude': -80.13467}"
"294 Bowers Rd #11, Thomasville, NC 27360","{'latitude': 35.90988, 'longitude': -80.11286}"
"106 Harmon Dr, Thomasville, NC 27360","{'latitude': 35.8828, 'longitude': -80.12651}"
"1511 Lexington Ave, Thomasville, NC 27360","{'latitude': 35.883156, 'longitude': -80.119095}"
"342 N State Highway 109, Thomasville, NC 27360","{'latitude': 35.90467, 'longitude': -80.093735}"
"0 Fairview Rd, Thomasville, NC 27360","{'latitude': 35.886375, 'longitude': -80.08971}"
"600 & 602 Clay St, Thomasville, NC 27360","{'latitude': 35.880375, 'longitude': -80.09793}"
"362 N State Highway 109, Thomasville, NC 27360","{'latitude': 35.90606, 'longitude': -80.09557}"
"364 N State Highway 109, Thomasville, NC 27360","{'latitude': 35.90592, 'longitude': -80.0958}"
"284 Berrier Ln, Thomasville, NC 27360","{'latitude': 35.908188, 'longitude': -80.12647}"
"839 Bowerwood Dr, Thomasville, NC 27360","{'latitude': 35.892117, 'longitude': -80.09771}"
"3870 Old Highway 29, Thomasville, NC 27360","{'latitude': 35.8748, 'longitude': -80.14081}"
"104 Harmon Dr, Thomasville, NC 27360","{'latitude': 35.883057, 'longitude': -80.12649}"
"736 Salem St UNIT 2, Thomasville, NC 27360","{'latitude': 35.89571, 'longitude': -80.09015}"
"1000 Lexington Ave, Thomasville, NC 27360","{'latitude': 35.881897, 'longitude': -80.10482}"
"163 Richford Ave, Thomasville, NC 27360","{'latitude': 35.874847, 'longitude': -80.13773}"
"207 Harmon Dr, Thomasville, NC 27360","{'latitude': 35.879272, 'longitude': -80.12741}"
"151 Forest Park Ct, Thomasville, NC 27360","{'latitude': 35.888294, 'longitude': -80.11202}"
"Elizabeth Dr, Thomasville, NC 27360","{'latitude': 35.88076, 'longitude': -80.14253}"
"110 Brown St #13, Thomasville, NC 27360","{'latitude': 35.890816, 'longitude': -80.089615}"
"500 Pineywood Rd, Thomasville, NC 27360","{'latitude': 35.889053, 'longitude': -80.104645}"
"2 Howard St, Thomasville, NC 27360","{'latitude': 35.88146, 'longitude': -80.10743}"
"101 Hazy Ln, Thomasville, NC 27360","{'latitude': 35.880184, 'longitude': -80.125885}"
"103 Hazy Ln, Thomasville, NC 27360","{'latitude': 35.880184, 'longitude': -80.12614}"
"115 Coral Ln, Thomasville, NC 27360","{'latitude': 35.880142, 'longitude': -80.11608}"
"212 Long St, Thomasville, NC 27360","{'latitude': 35.883865, 'longitude': -80.09439}"
"401 Martin Luther King Dr, Thomasville, NC 27360","{'latitude': 35.884445, 'longitude': -80.09961}"
"401 Martin Luther King Dr, Thomasville, NC 27360","{'latitude': 35.884468, 'longitude': -80.09921}"
"311 W Guilford St, Thomasville, NC 27360","{'latitude': 35.88321, 'longitude': -80.09205}"
"580 Gate Rd, Thomasville, NC 27360","{'latitude': 35.90417, 'longitude': -80.12758}"
"12 Boyles St, Thomasville, NC 27360","{'latitude': 35.87991, 'longitude': -80.09687}"
"1156 Whitehart School Rd, Thomasville, NC 27360","{'latitude': 35.909683, 'longitude': -80.11573}"
"248 J A Jones Rd, Thomasville, NC 27360","{'latitude': 35.910564, 'longitude': -80.11842}"
"248 Ja Jones Rd, Thomasville, NC 27360","{'latitude': 35.910458, 'longitude': -80.11824}"
"109 Black Ave, Thomasville, NC 27360","{'latitude': 35.879223, 'longitude': -80.131386}"
"116 Howard St, Thomasville, NC 27360","{'latitude': 35.879726, 'longitude': -80.10758}"
"354 Litwin Dr, Thomasville, NC 27360","{'latitude': 35.88405, 'longitude': -80.12855}"
"107 Harmon Dr, Thomasville, NC 27360","{'latitude': 35.88269, 'longitude': -80.126}"
"4831 Mustin Farm Ln, Belews Creek, NC 27009","{'latitude': 35.9034, 'longitude': -80.127}"
"331 Carroll St, Thomasville, NC 27360","{'latitude': 35.884453, 'longitude': -80.0987}"
"510 Lexington Ave, Thomasville, NC 27360","{'latitude': 35.881203, 'longitude': -80.096924}"
"904 Ball Park Rd, Thomasville, NC 27360","{'latitude': 35.898537, 'longitude': -80.08933}"
"25 Johnia Ct, Thomasville, NC 27360","{'latitude': 35.87482, 'longitude': -80.10545}"
"715 Whitehart School Rd, Thomasville, NC 27360","{'latitude': 35.907166, 'longitude': -80.124626}"
"108 Pineywood St, Thomasville, NC 27360","{'latitude': 35.88125, 'longitude': -80.10606}"
"2 Clark St, Lexington, NC 27295","{'latitude': 35.88615, 'longitude': -80.091064}"
"127 Mount Calvary Rd, Thomasville, NC 27360","{'latitude': 35.88667, 'longitude': -80.115234}"
"208 Santa Fe Cres, Thomasville, NC 27360","{'latitude': 35.880943, 'longitude': -80.11749}"
"4976 Old Highway 29, Thomasville, NC 27360","{'latitude': 35.88324, 'longitude': -80.12471}"
"200 Moose Ct, Thomasville, NC 27360","{'latitude': 35.879883, 'longitude': -80.149254}"
"200 Moose Ct, Thomasville, NC 27360","{'latitude': 35.8795, 'longitude': -80.14996}"
"413 W Main St, Thomasville, NC 27360","{'latitude': 35.879498, 'longitude': -80.09322}"
"255 Raymond Dr, Thomasville, NC 27360","{'latitude': 35.91312, 'longitude': -80.14474}"
"429 Lexington Ave, Thomasville, NC 27360","{'latitude': 35.88052, 'longitude': -80.09625}"
"1507 Lexington Ave, Thomasville, NC 27360","{'latitude': 35.883152, 'longitude': -80.11866}"
"1212 Kanoy Rd, Thomasville, NC 27360","{'latitude': 35.898357, 'longitude': -80.141846}"
"418 Lexington Ave, Thomasville, NC 27360","{'latitude': 35.88087, 'longitude': -80.094864}"
"215 Harmon Dr, Thomasville, NC 27360","{'latitude': 35.877758, 'longitude': -80.12624}"
"203 Black Ave, Thomasville, NC 27360","{'latitude': 35.877686, 'longitude': -80.13153}"
"814 Bowerwood Dr, Thomasville, NC 27360","{'latitude': 35.890816, 'longitude': -80.09876}"
"N State Highway 109, Thomasville, NC 27360","{'latitude': 35.904755, 'longitude': -80.093346}"
"415 Lexington Ave, Thomasville, NC 27360","{'latitude': 35.880188, 'longitude': -80.09451}"
"156 Pilot School Rd, Thomasville, NC 27360","{'latitude': 35.87813, 'longitude': -80.13502}"
"102 Hillside Dr, Thomasville, NC 27360","{'latitude': 35.883324, 'longitude': -80.12299}"
"411 Barnwell St, Thomasville, NC 27360","{'latitude': 35.88728, 'longitude': -80.09502}"
"4 Maripat Cres, Thomasville, NC 27360","{'latitude': 35.887478, 'longitude': -80.102715}"
"4 Maripat Cir, Thomasville, NC 27360","{'latitude': 35.88813, 'longitude': -80.103516}"
"809 Doak St, Thomasville, NC 27360","{'latitude': 35.89245, 'longitude': -80.09881}"
"124 Pilot Dr, Thomasville, NC 27360","{'latitude': 35.880592, 'longitude': -80.12825}"
"204 Brown St, Thomasville, NC 27360","{'latitude': 35.89084, 'longitude': -80.09023}"
