address,coordinates
"5001 Cashatt Rd, Trinity, NC 27370","{'latitude': 35.77969, 'longitude': -79.97242}"
"5062 Poplar Ridge Rd, Trinity, NC 27370","{'latitude': 35.79405, 'longitude': -79.96779}"
"5060 Dogwood Trl, Asheboro, NC 27205","{'latitude': 35.760326, 'longitude': -79.97121}"
"Red Fox Trl, Asheboro, NC 27205","{'latitude': 35.75738, 'longitude': -79.973625}"
"LOT 61 Red Fox Trl, Asheboro, NC 27205","{'latitude': 35.757874, 'longitude': -79.971985}"
"2919 Hoover Hill Rd, Trinity, NC 27370","{'latitude': 35.78763, 'longitude': -79.96279}"
"5921 Covered Bridge Rd, Trinity, NC 27370","{'latitude': 35.767887, 'longitude': -79.99703}"
"5653 Plantation Dr, Trinity, NC 27370","{'latitude': 35.76529, 'longitude': -79.99663}"
"5653 Plantation Dr #22/23, Trinity, NC 27370","{'latitude': 35.765347, 'longitude': -79.996635}"
"4950 Poplar Ridge Rd, Trinity, NC 27370","{'latitude': 35.79243, 'longitude': -79.97087}"
"1593 Hunters Woods Dr, Trinity, NC 27370","{'latitude': 35.77691, 'longitude': -79.97041}"
"6181 Asheton Dr, Trinity, NC 27370","{'latitude': 35.763115, 'longitude': -80.01408}"
"1608 Thayer Rd, Trinity, NC 27370","{'latitude': 35.77722, 'longitude': -79.979706}"
"989 Stanton Rd, Trinity, NC 27370","{'latitude': 35.76478, 'longitude': -79.9869}"
"4688 Beau Ct, Trinity, NC 27370","{'latitude': 35.77498, 'longitude': -79.967804}"
"2821 Hoover Hill Rd, Trinity, NC 27370","{'latitude': 35.784157, 'longitude': -79.96316}"
"1194 Koonce Dr, Trinity, NC 27370","{'latitude': 35.769695, 'longitude': -79.97837}"
"2089 Thayer Rd, Trinity, NC 27370","{'latitude': 35.791725, 'longitude': -79.979645}"
"2222 Thayer Rd, Trinity, NC 27370","{'latitude': 35.791245, 'longitude': -79.97641}"
"Snyder Ctry Rd, Trinity, NC","{'latitude': 35.79228, 'longitude': -79.995384}"
"5410 Evans Dr, Trinity, NC 27370","{'latitude': 35.764263, 'longitude': -79.98689}"
"5399 Covered Bridge Rd, Trinity, NC 27370","{'latitude': 35.76473, 'longitude': -79.98183}"
"972 Stanton Rd, Trinity, NC 27370","{'latitude': 35.764008, 'longitude': -79.9862}"
"1024 Forest Lake Dr, Asheboro, NC 27205","{'latitude': 35.757732, 'longitude': -79.976105}"
"1289 Koonce Dr, Trinity, NC 27370","{'latitude': 35.77214, 'longitude': -79.978645}"
"1558 Hunters Woods Dr, Trinity, NC 27370","{'latitude': 35.776848, 'longitude': -79.968414}"
"1307 Koonce Dr, Trinity, NC 27370","{'latitude': 35.772816, 'longitude': -79.97914}"
"5298 Parinna Rd, Trinity, NC 27370","{'latitude': 35.764336, 'longitude': -79.981995}"
"Charlie Harris Rd, Trinity, NC 27370","{'latitude': 35.762608, 'longitude': -80.01545}"
"0 Charlie Harris Rd, Trinity, NC 27370","{'latitude': 35.759354, 'longitude': -80.022125}"
"1475 Skeens Mill Rd, Trinity, NC 27370","{'latitude': 35.776314, 'longitude': -79.98772}"
"5554 Covered Bridge Rd, Trinity, NC 27370","{'latitude': 35.766823, 'longitude': -79.98609}"
"5938 Covered Bridge Rd, Trinity, NC 27370","{'latitude': 35.77099, 'longitude': -79.99557}"
"5356 Covered Bridge Rd, Trinity, NC 27370","{'latitude': 35.76594, 'longitude': -79.9801}"
"6104 Asheton Dr, Trinity, NC 27370","{'latitude': 35.76366, 'longitude': -80.0114}"
"1511 Hunters Woods Dr, Trinity, NC 27370","{'latitude': 35.7758, 'longitude': -79.9674}"
"1683 Hunters Woods Dr, Trinity, NC 27370","{'latitude': 35.779636, 'longitude': -79.96946}"
"5377 Parinna Rd, Trinity, NC 27370","{'latitude': 35.764076, 'longitude': -79.98471}"
"5377 Parinna Rd #16-17, Trinity, NC 27370","{'latitude': 35.764114, 'longitude': -79.98464}"
"1621 Hoover Hill Rd, Asheboro, NC 27205","{'latitude': 35.759773, 'longitude': -79.96957}"
"5633 Parinna Dr, Trinity, NC 27370","{'latitude': 35.76488, 'longitude': -79.98842}"
"5210 Covered Bridge Rd, Trinity, NC 27370","{'latitude': 35.76474, 'longitude': -79.97832}"
"0 Covered Bridge Rd #1, Trinity, NC 27370","{'latitude': 35.765408, 'longitude': -79.97846}"
"5030 Poplar Ridge Rd, Trinity, NC 27370","{'latitude': 35.792545, 'longitude': -79.968025}"
"4947 Cashatt Rd, Trinity, NC 27370","{'latitude': 35.779755, 'longitude': -79.97051}"
"5020 Cashatt Rd, Trinity, NC 27370","{'latitude': 35.781815, 'longitude': -79.9717}"
"1183 Thayer Rd, Trinity, NC 27370","{'latitude': 35.77125, 'longitude': -79.985695}"
"5210 Parinna Rd, Trinity, NC 27370","{'latitude': 35.763783, 'longitude': -79.97888}"
"5024 Poplar Ridge Rd, Trinity, NC 27370","{'latitude': 35.792442, 'longitude': -79.96913}"
"2155 Tabernacle Church Rd, Trinity, NC 27370","{'latitude': 35.792904, 'longitude': -80.01582}"
"4928 Cashatt Rd, Trinity, NC 27370","{'latitude': 35.780445, 'longitude': -79.96985}"
"4902 Cashatt Rd, Trinity, NC 27370","{'latitude': 35.781395, 'longitude': -79.968346}"
"1206 Koonce Dr, Trinity, NC 27370","{'latitude': 35.77, 'longitude': -79.97803}"
"1842 Fuller Mill Rd N, Thomasville, NC 27360","{'latitude': 35.78968, 'longitude': -80.02237}"
"5398 Parinna Rd, Trinity, NC 27370","{'latitude': 35.764935, 'longitude': -79.98535}"
"5526 Covered Bridge Rd, Trinity, NC 27370","{'latitude': 35.766674, 'longitude': -79.98544}"
"1980 Hoover Hill Rd, Asheboro, NC 27205","{'latitude': 35.767834, 'longitude': -79.963745}"
"1672 Skeens Mill Rd, Trinity, NC 27370","{'latitude': 35.78128, 'longitude': -79.98806}"
"5422 Covered Bridge Rd, Trinity, NC 27370","{'latitude': 35.766148, 'longitude': -79.98233}"
"5232 Poplar Ridge Rd, Trinity, NC 27370","{'latitude': 35.7956, 'longitude': -79.96999}"
"719 Fuller Mill Rd N, Trinity, NC 27370","{'latitude': 35.764084, 'longitude': -80.014725}"
"4959-1 Watercrest Trl, Asheboro, NC 27205","{'latitude': 35.7608, 'longitude': -79.97001}"
"1690 Fuller Mill Rd N, Thomasville, NC 27360","{'latitude': 35.783108, 'longitude': -80.01999}"
"1165 Thayer Rd, Trinity, NC 27370","{'latitude': 35.770504, 'longitude': -79.98579}"
"5208 Poplar Ridge Rd, Trinity, NC 27370","{'latitude': 35.795345, 'longitude': -79.96924}"
"1916 Finch Farm Rd, Trinity, NC 27370","{'latitude': 35.792248, 'longitude': -80.02104}"
"5386 Parinna Dr, Trinity, NC 27370","{'latitude': 35.764908, 'longitude': -79.984955}"
"5325 Covered Bridge Rd, Trinity, NC 27370","{'latitude': 35.76428, 'longitude': -79.9793}"
"4736 Cashatt Rd, Trinity, NC 27370","{'latitude': 35.77712, 'longitude': -79.9654}"
"5518 Covered Bridge Rd, Trinity, NC 27370","{'latitude': 35.766403, 'longitude': -79.9852}"
"5392 Parinna Dr, Trinity, NC 27370","{'latitude': 35.76441, 'longitude': -79.98262}"
"5895 Covered Bridge Rd, Trinity, NC 27370","{'latitude': 35.767525, 'longitude': -79.99676}"
"0 Covered Bridge Rd #22-24, Trinity, NC 27370","{'latitude': 35.766136, 'longitude': -79.98244}"
"Harris Rd, Trinity, NC 27370","{'latitude': 35.76431, 'longitude': -79.97882}"
"2058 Thayer Rd, Trinity, NC 27370","{'latitude': 35.787933, 'longitude': -79.975746}"
"5408 Parinna Rd, Trinity, NC 27370","{'latitude': 35.765057, 'longitude': -79.98561}"
"4892 Poplar Ridge Rd, Trinity, NC 27370","{'latitude': 35.794254, 'longitude': -79.97203}"
"5408 Parinna Dr, Trinity, NC 27370","{'latitude': 35.765568, 'longitude': -79.98518}"
"5205 Koonce Ct, Trinity, NC 27370","{'latitude': 35.77188, 'longitude': -79.98202}"
"918 Fuller Mill Rd N, Trinity, NC 27370","{'latitude': 35.769024, 'longitude': -80.01281}"
"4878 Cashatt Rd, Trinity, NC 27370","{'latitude': 35.779747, 'longitude': -79.96819}"
"4664 Beau Ct, Trinity, NC 27370","{'latitude': 35.774963, 'longitude': -79.966995}"
"1238 Fuller Mill Rd N, Trinity, NC 27370","{'latitude': 35.77512, 'longitude': -80.0232}"
"5008 Cashatt Rd, Trinity, NC 27370","{'latitude': 35.781773, 'longitude': -79.9712}"
"Dogwood Trl, Asheboro, NC 27205","{'latitude': 35.759712, 'longitude': -79.97232}"
"3625 Thayer Rd #2, Trinity, NC 27370","{'latitude': 35.809044, 'longitude': -80.00683}"
"3623 Thayer Rd, Trinity, NC 27370","{'latitude': 35.80776, 'longitude': -80.00683}"
"1 Thayer Rd TRACT 1, Trinity, NC 27370","{'latitude': 35.809155, 'longitude': -80.00794}"
"2382 Greenbrook Rd, Trinity, NC 27370","{'latitude': 35.813843, 'longitude': -80.00359}"
"2378 Thayer Rd, Trinity, NC 27370","{'latitude': 35.796192, 'longitude': -79.975494}"
"5243 Snyder Ctry Rd, Trinity, NC 27370","{'latitude': 35.798244, 'longitude': -79.98163}"
"2862 Eagle Point Dr, Trinity, NC 27370","{'latitude': 35.82793, 'longitude': -80.02246}"
"5648 Riverside Acres Ct, Trinity, NC 27370","{'latitude': 35.796295, 'longitude': -79.995575}"
"6409 Calvary Way, Thomasville, NC 27360","{'latitude': 35.796356, 'longitude': -80.023315}"
"4062 Rollingwood Dr, Trinity, NC 27370","{'latitude': 35.80378, 'longitude': -79.98158}"
"6360 Sugar Cane Ln, Thomasville, NC 27360","{'latitude': 35.798412, 'longitude': -80.02437}"
"3344 Finch Farm Rd, Trinity, NC 27370","{'latitude': 35.818756, 'longitude': -80.010086}"
"5718 Huckleberry Ln, Trinity, NC 27370","{'latitude': 35.815315, 'longitude': -79.99972}"
"4260 Tessa Ct, Trinity, NC","{'latitude': 35.81064, 'longitude': -79.992096}"
"6483 Planters Pl, Thomasville, NC 27360","{'latitude': 35.797066, 'longitude': -80.024635}"
"6433 Calvary Way, Thomasville, NC 27360","{'latitude': 35.796726, 'longitude': -80.02398}"
"6433 Calvary Way, Thomasville, NC 27360","{'latitude': 35.796505, 'longitude': -80.02401}"
"2544 Wildwood Rd, Trinity, NC 27370","{'latitude': 35.81231, 'longitude': -79.99781}"
"2939 Tall Cedar Ln, Trinity, NC 27370","{'latitude': 35.822136, 'longitude': -79.98183}"
"4816 Poplar Ridge Rd, Trinity, NC 27370","{'latitude': 35.796684, 'longitude': -79.97135}"
"3149 Clear Ridge Dr, Trinity, NC 27370","{'latitude': 35.82153, 'longitude': -79.96783}"
"6310 Sugar Cane Ln, Thomasville, NC 27360","{'latitude': 35.798206, 'longitude': -80.02232}"
"3527 Thayer Rd, Trinity, NC 27370","{'latitude': 35.806156, 'longitude': -80.00449}"
"6417 Calvary Way, Thomasville, NC 27360","{'latitude': 35.796417, 'longitude': -80.02367}"
"4871 Snyder Country Rd, Trinity, NC 27370","{'latitude': 35.79952, 'longitude': -79.972626}"
"Lacey Ct, Trinity, NC 27370","{'latitude': 35.823475, 'longitude': -80.00751}"
"LOT 16 Lacey Ct, Trinity, NC 27370","{'latitude': 35.824215, 'longitude': -80.01014}"
"2801 Eagle Point Dr, Trinity, NC 27370","{'latitude': 35.825993, 'longitude': -80.02359}"
"3337 Broken Oak Rd, Trinity, NC 27370","{'latitude': 35.834904, 'longitude': -79.98626}"
"3320 Finch Farm Rd, Trinity, NC 27370","{'latitude': 35.818066, 'longitude': -80.009964}"
"5805 Huckleberry Ln, Trinity, NC 27370","{'latitude': 35.81632, 'longitude': -79.9978}"
"5709 Huckleberry Ln, Trinity, NC 27370","{'latitude': 35.81586, 'longitude': -80.00002}"
"3212 Finch Farm Rd, Trinity, NC 27370","{'latitude': 35.815247, 'longitude': -80.00972}"
"3627 Hoover Hill Rd, Trinity, NC 27370","{'latitude': 35.80389, 'longitude': -79.96384}"
"3324 Broken Oak Rd, Trinity, NC 27370","{'latitude': 35.83458, 'longitude': -79.98538}"
"2747 Eagle Point Dr, Trinity, NC 27370","{'latitude': 35.82524, 'longitude': -80.0244}"
"0 Finch Farm Rd, Trinity, NC 27370","{'latitude': 35.82566, 'longitude': -80.0167}"
"2398 Featherstone Ct, Trinity, NC 27370","{'latitude': 35.800037, 'longitude': -79.96475}"
"6448 Calvary Way, Thomasville, NC 27360","{'latitude': 35.79716, 'longitude': -80.024605}"
"6430 Calvary Way, Thomasville, NC 27360","{'latitude': 35.79712, 'longitude': -80.024216}"
"4730 Poplar Ridge Rd, Trinity, NC 27370","{'latitude': 35.798313, 'longitude': -79.969444}"
"2739 Eagle Nest Ct, Trinity, NC 27370","{'latitude': 35.82384, 'longitude': -80.02366}"
"2286 Greenbrook Rd, Trinity, NC 27370","{'latitude': 35.8105, 'longitude': -80.00384}"
"2444 Heritage View Ln, Thomasville, NC 27360","{'latitude': 35.81591, 'longitude': -80.02315}"
"5187 Cedar Wood Dr, Trinity, NC 27370","{'latitude': 35.828457, 'longitude': -79.978294}"
"3216 Mountainview St, Trinity, NC 27370","{'latitude': 35.831146, 'longitude': -79.98358}"
"2829 Eagle Point Dr, Trinity, NC 27370","{'latitude': 35.826767, 'longitude': -80.02402}"
"3502 Hoover Hill Rd, Trinity, NC 27370","{'latitude': 35.800575, 'longitude': -79.962456}"
"6420 Calvary Way, Thomasville, NC 27360","{'latitude': 35.79718, 'longitude': -80.02455}"
"2344 Heritage View Ln, Thomasville, NC 27360","{'latitude': 35.81348, 'longitude': -80.021545}"
"2362 Greenbrook Rd, Trinity, NC 27370","{'latitude': 35.812977, 'longitude': -80.00366}"
"2362 Greenbrook Dr, Trinity, NC 27370","{'latitude': 35.81297, 'longitude': -80.003815}"
"2443 Featherstone Ct, Trinity, NC 27370","{'latitude': 35.801304, 'longitude': -79.96532}"
"5335 Kennedy Rd, Trinity, NC 27370","{'latitude': 35.826965, 'longitude': -79.975716}"
"0 Old Mountain Rd #48, Trinity, NC 27370","{'latitude': 35.834133, 'longitude': -80.02254}"
"2416 Wildwood Rd, Trinity, NC 27370","{'latitude': 35.81025, 'longitude': -80.00009}"
"6112 Post Rd, Thomasville, NC 27360","{'latitude': 35.80929, 'longitude': -80.02194}"
"2995 Clear Ridge Dr, Trinity, NC 27370","{'latitude': 35.820496, 'longitude': -79.96874}"
"6466 Calvary Way, Thomasville, NC 27360","{'latitude': 35.797226, 'longitude': -80.02504}"
"3832 Millers Mill Rd, Trinity, NC 27370","{'latitude': 35.83207, 'longitude': -79.96823}"
"6367 Eagle Landing Dr, Trinity, NC 27370","{'latitude': 35.822784, 'longitude': -80.024635}"
"5404 Snyder Ctry Rd, Trinity, NC 27370","{'latitude': 35.79672, 'longitude': -79.98614}"
"5404 Snyder Country Rd, Trinity, NC 27370","{'latitude': 35.79609, 'longitude': -79.98618}"
"2464 Featherstone Ct, Trinity, NC 27370","{'latitude': 35.801758, 'longitude': -79.96458}"
"6395 Century Ln, Thomasville, NC 27360","{'latitude': 35.81497, 'longitude': -80.02545}"
"6387 Century Ln, Thomasville, NC 27360","{'latitude': 35.81431, 'longitude': -80.02483}"
"6320 Sugar Cane Ln, Thomasville, NC 27360","{'latitude': 35.798443, 'longitude': -80.02309}"
"6386 Century Ln, Thomasville, NC 27360","{'latitude': 35.81432, 'longitude': -80.02399}"
"6405 Century Ln, Thomasville, NC 27360","{'latitude': 35.814377, 'longitude': -80.025024}"
"6367 Century Ln, Thomasville, NC 27360","{'latitude': 35.81462, 'longitude': -80.02427}"
"6337 Century Ln, Thomasville, NC 27360","{'latitude': 35.81466, 'longitude': -80.024025}"
"6375 Century Ln, Thomasville, NC 27360","{'latitude': 35.814342, 'longitude': -80.02451}"
"6357 Century Ln, Thomasville, NC 27360","{'latitude': 35.812885, 'longitude': -80.02562}"
"Mountainview St, Trinity, NC 27370","{'latitude': 35.83386, 'longitude': -79.98394}"
"0 Mountainview St, Trinity, NC 27370","{'latitude': 35.8331, 'longitude': -79.98358}"
"2990 Clear Ridge Dr, Trinity, NC 27370","{'latitude': 35.820045, 'longitude': -79.967834}"
"2385 Greenbrook Rd, Trinity, NC 27370","{'latitude': 35.81357, 'longitude': -80.00518}"
"6368 Century Ln, Thomasville, NC 27360","{'latitude': 35.81489, 'longitude': -80.02487}"
"6363 Century Ln, Thomasville, NC 27360","{'latitude': 35.814407, 'longitude': -80.024574}"
"6378 Century Ln, Thomasville, NC 27360","{'latitude': 35.814636, 'longitude': -80.02493}"
"3139 Clear Ridge Dr, Trinity, NC 27370","{'latitude': 35.82141, 'longitude': -79.96723}"
"5864 Oak Knoll Dr, Trinity, NC 27370","{'latitude': 35.804096, 'longitude': -79.98145}"
"2924 Clear Ridge Dr, Trinity, NC 27370","{'latitude': 35.819065, 'longitude': -79.9703}"
"3230 Broken Oak Rd, Trinity, NC 27370","{'latitude': 35.831947, 'longitude': -79.98542}"
"6345 Sugar Cane Ln, Thomasville, NC 27360","{'latitude': 35.797768, 'longitude': -80.02391}"
"Cedar Wood Dr, Trinity, NC 27370","{'latitude': 35.828754, 'longitude': -79.977585}"
"0 Cedar Wood Dr, Trinity, NC 27370","{'latitude': 35.82918, 'longitude': -79.97911}"
"5922 Lacey Ct, Trinity, NC 27370","{'latitude': 35.824253, 'longitude': -80.00573}"
"2362 Heritage View Ln, Thomasville, NC 27360","{'latitude': 35.813923, 'longitude': -80.02116}"
"2471 Heritage View Ln, Thomasville, NC 27360","{'latitude': 35.815628, 'longitude': -80.024345}"
"2466 Heritage View Ln, Thomasville, NC 27360","{'latitude': 35.816177, 'longitude': -80.02456}"
"6439 Starlette Ln, Trinity, NC 27370","{'latitude': 35.838905, 'longitude': -80.02035}"
"4358 Finch Farm Rd, Trinity, NC 27370","{'latitude': 35.842632, 'longitude': -80.01931}"
"5326 Nola St, Trinity, NC 27370","{'latitude': 35.873707, 'longitude': -79.98404}"
"3821 Greenway Dr, Trinity, NC 27370","{'latitude': 35.85653, 'longitude': -80.02546}"
"4029 Evergreen Dr, Trinity, NC 27370","{'latitude': 35.847435, 'longitude': -80.01784}"
"0 Rock Dam Ct #46, Trinity, NC 27370","{'latitude': 35.8534, 'longitude': -80.01459}"
"3679 Meadowbrook Dr, Trinity, NC 27370","{'latitude': 35.84522, 'longitude': -79.98487}"
"3489 Meadowbrook Dr, Trinity, NC 27370","{'latitude': 35.84, 'longitude': -79.98416}"
"3523 Old Mountain Rd, Trinity, NC 27370","{'latitude': 35.83896, 'longitude': -80.02326}"
"4501 Jordan St, Trinity, NC 27360","{'latitude': 35.873928, 'longitude': -80.02412}"
"7073 Kennedy Rd, Trinity, NC 27370","{'latitude': 35.841484, 'longitude': -80.015526}"
"Lanvale Ave, Trinity, NC 27370","{'latitude': 35.865852, 'longitude': -79.97281}"
"4470 Jerry St, Trinity, NC 27370","{'latitude': 35.87365, 'longitude': -80.01419}"
"6517 Welborn Rd, Trinity, NC 27370","{'latitude': 35.860413, 'longitude': -80.01284}"
"4668 Alpine Dr, Trinity, NC 27370","{'latitude': 35.872673, 'longitude': -79.98132}"
"Brokaw Dr, Trinity, NC 27370","{'latitude': 35.856117, 'longitude': -79.979225}"
"4134 Oak Haven Dr, Trinity, NC 27370","{'latitude': 35.86413, 'longitude': -80.01891}"
"4464 Meadowbrook Dr, Trinity, NC 27370","{'latitude': 35.86243, 'longitude': -79.98946}"
"4504 Meadowbrook Dr, Trinity, NC 27370","{'latitude': 35.86245, 'longitude': -79.99081}"
"6752 Welborn Rd, Trinity, NC 27370","{'latitude': 35.862892, 'longitude': -80.0169}"
"7140 Kennedy Rd, Trinity, NC 27370","{'latitude': 35.841755, 'longitude': -80.01776}"
"4257 Fairwood Dr, Trinity, NC 27370","{'latitude': 35.866615, 'longitude': -80.01437}"
"4061 Kennedy Ct, Trinity, NC 27370","{'latitude': 35.85545, 'longitude': -79.991135}"
"3809 Evergreen Dr, Trinity, NC 27370","{'latitude': 35.84844, 'longitude': -80.0163}"
"6341 Cedar Hill Ct #73, Trinity, NC 27370","{'latitude': 35.870968, 'longitude': -80.0239}"
"6020 Fairview Church Rd, Trinity, NC 27370","{'latitude': 35.86631, 'longitude': -79.96638}"
"3863 Fox Meadow Rd, Trinity, NC 27370","{'latitude': 35.857834, 'longitude': -80.024}"
"0 Coltrane St, Trinity, NC 27370","{'latitude': 35.87152, 'longitude': -79.997406}"
"2 Jordan St, Trinity, NC 27370","{'latitude': 35.873684, 'longitude': -80.02492}"
"0 Jordan St, Trinity, NC 27370","{'latitude': 35.874123, 'longitude': -80.02424}"
"5564 Leesville St, Trinity, NC 27370","{'latitude': 35.85949, 'longitude': -79.98838}"
"3810 Greenway Dr, Trinity, NC 27370","{'latitude': 35.85629, 'longitude': -80.02478}"
"4219 Meadowbrook Dr, Trinity, NC 27370","{'latitude': 35.857037, 'longitude': -79.98547}"
"4248 Forest Manor Dr, Trinity, NC 27370","{'latitude': 35.865288, 'longitude': -80.02206}"
"4364 Forest Manor Dr, Trinity, NC 27370","{'latitude': 35.866856, 'longitude': -80.01964}"
"3538 Meadow Ct, Trinity, NC 27370","{'latitude': 35.84725, 'longitude': -80.0219}"
"4259 Forest Manor Dr, Trinity, NC 27370","{'latitude': 35.865997, 'longitude': -80.02249}"
"4172 Dawnwood Dr, Trinity, NC 27370","{'latitude': 35.864033, 'longitude': -80.01234}"
